"","ID","U.1","U.2","U.3","U.4","R.1","R.2","R.3","R.4","logFC","logCPM","PValue","FDR"
"20","PmetTSAr1.1-001754",5.09424725888287,10.7099996272104,10.4188453500033,8.52330782261326,18.2762483573454,20.2553306499426,34.464929249817,26.4971860076179,1.51802959787387,4.07337565818418,1.01636160124556e-05,0.00878695422356848
"21","PmetTSAr1.1-016199",3.7866329892231,9.5687701587372,3.55697139637208,4.67077268679207,4.70167339008225,51.5392539083662,30.8453248080554,25.4885083557906,2.3847631761716,4.07222804857063,1.27550989649148e-05,0.0100249280091973
"22","PmetTSAr1.1-031586",2.17935711609962,4.52102443279785,2.3246348495975,3.03429758485032,2.48344799578704,18.8573400375999,16.3275635144681,19.2036706790203,2.23914812911227,3.11496397938881,1.27090652309709e-05,0.0100249280091973
"23","PmetTSAr1.1-009807",3.84111691712559,2.06299173147086,2.43666544475883,3.06839081614077,3.80956100324613,28.6122078659465,33.5206846128357,4.38386825601877,2.6200015303154,3.36049754797583,1.40490672444901e-05,0.0105618444228034
"24","PmetTSAr1.1-010577",0.408629459268679,3.11643431775386,0.644175922177621,0.681864625809061,3.27911580026249,3.01344643104974,18.452113947676,11.5222024074122,2.91403688613498,2.37176175197971,1.58138813288215e-05,0.0112603342167874
"25","PmetTSAr1.1-015019",5.775296357664,9.83213080530795,7.33800398306682,7.7732567342233,8.7764569948202,49.1160701803056,37.6517548996288,20.1347577422455,1.91327292596439,4.19808511019515,1.62806289641829e-05,0.0112603342167874
"26","PmetTSAr1.1-016912",6.04771599717646,8.91036854231033,7.0579274951635,7.90962965938511,9.13812417867269,38.9573383972822,32.6944705554771,19.2812612676224,1.7416529224608,4.02723833952021,1.69657001517681e-05,0.0112828431278547
"27","PmetTSAr1.1-006920",12.2588837780604,21.2883189311355,35.4016680709789,21.6832951007281,7.71556658885293,1.77078810896737,7.90804883471828,6.36242826537238,-1.93143258698271,3.84434790758198,1.79988578123496e-05,0.0115266018679014
"28","PmetTSAr1.1-012268",23.3736050701685,24.8436876598406,22.0700272467811,29.8315773791464,28.0894846125427,91.863516459939,130.541821062663,92.1776192592974,1.77479325986745,5.79178459849818,1.98237321131919e-05,0.0118197293782483
"29","PmetTSAr1.1-015427",6.15668385298144,10.6661061861153,6.55378981693754,7.15957857099514,7.25745482263978,58.3117417637151,29.6650190118288,29.1740613143904,2.02708478981626,4.27972334860589,1.93152863513785e-05,0.0118197293782483
"30","PmetTSAr1.1-006293",10.6516079049369,23.8341385146528,12.2953578189555,23.5925160529935,21.2419192649357,77.3244140915753,82.50337515624,65.7968191345827,1.81110654774645,5.31123415821047,2.26910071519366e-05,0.0119310904530072
"31","PmetTSAr1.1-007703",16.5903560463084,23.0879500160356,13.0235566875041,19.944540304915,26.2088152565098,42.5610475313211,70.0314772427788,74.0990121150076,1.55129622410146,5.15957090016486,2.27705734167623e-05,0.0119310904530072
"32","PmetTSAr1.1-015600",20.104569396019,49.9946294073471,28.0916717367024,24.3766603726739,73.3943271764635,247.040474429975,85.650857279511,89.9274921898365,2.01722106252466,6.27400260611139,2.1513256585402e-05,0.0119310904530072
"33","PmetTSAr1.1-015806",14.0840953627938,25.1070483064114,12.0712966286328,14.7282759174757,11.8867947759515,158.128271484981,80.772259988441,76.8534780103822,2.31206650175343,5.62226929344123,2.23594710653457e-05,0.0119310904530072
"34","PmetTSAr1.1-018181",4.44044012405298,10.2271717751641,4.00509377701739,5.69356962550566,4.50878422536093,52.6887128562924,38.3992819039057,25.5660989443927,2.31530387606986,4.18914912038191,2.46576795318551e-05,0.0125398804936855
"35","PmetTSAr1.1-009235",2.64247050327079,2.32635237804161,2.07256601048452,2.181966802589,4.77400682685275,6.27542452651596,6.37365129962369,5.3925459078461,1.30338952197778,2.02398402372375,2.65453569274664e-05,0.0127498824064673
"36","PmetTSAr1.1-015712",6.45634545644514,8.99815542450058,6.21769803145356,8.55740105390372,8.24601179183657,39.0505377714384,36.3927620503205,20.0183718593424,1.77854856118373,4.07002082831958,2.65154146041931e-05,0.0127498824064673
"37","PmetTSAr1.1-002286",3.45972942180815,7.46188498617121,4.56524675282401,5.72766285679611,6.268897853443,21.4669225139729,18.7275186334622,24.9453742355759,1.75229698400761,3.53951494914443,2.91744271219556e-05,0.0133452451591941
"38","PmetTSAr1.1-015583",26.7516086001229,47.1854491772591,24.0305626621043,27.9223564268811,23.3154777856899,295.970145861968,175.236067213111,161.039266643663,2.38067042749423,6.61077883898539,2.93285128708215e-05,0.0133452451591941
"39","PmetTSAr1.1-002860",12.2043998501579,10.4466389806397,7.1419504415345,11.8644444890777,2.77278174286902,0.994126657665894,3.50157386213894,5.00459296483559,-1.76629658955079,2.76590929339699,3.38094760062163e-05,0.0139193850842783
"40","PmetTSAr1.1-012265",25.6074461141706,25.5459827173626,21.6219048661358,30.7520946239887,28.0412623213624,88.166607951744,133.413898500148,97.2985981070362,1.74425276887613,5.81648014505341,3.37674640299449e-05,0.0139193850842783
"41","PmetTSAr1.1-015893",28.3588844732464,71.8535630727193,42.5436185125133,34.161417753034,106.161374033498,318.959324820492,122.830489860649,125.192414709492,1.92813374246254,6.73227944505466,3.36277778826992e-05,0.0139193850842783
"42","PmetTSAr1.1-015942",26.1250434292442,42.7522116266515,16.3004515959729,26.5927204065534,22.1099205061817,308.489928456948,137.190877048073,139.973421838192,2.44312354485905,6.4917968760031,3.46153234991594e-05,0.0139193850842783
"43","PmetTSAr1.1-016340",23.7549925654859,26.5555318625505,22.3781113834748,30.3429758485032,28.427040650805,83.444506327831,131.643439805808,94.0009980914468,1.71157877731633,5.78443964973043,3.40694103942233e-05,0.0139193850842783
"44","PmetTSAr1.1-017448",4.60389190776046,3.51147528760998,3.69700964032374,5.65947639421521,3.68900527529531,20.7834604368276,30.9633553876781,14.7422118343994,2.00342470251835,3.46015057466308,3.9387578630751e-05,0.0154784232296435
"45","PmetTSAr1.1-015252",19.3417944053842,31.9544251172508,20.4455836169419,19.637701223301,16.4438012924928,204.603692730862,102.253825479765,102.652348720581,2.22083112120491,6.01615980908295,4.12901505181398e-05,0.0157737053177495
"46","PmetTSAr1.1-016548",2.47901871956332,3.33590152322948,2.57670368871049,2.59108557807443,3.1344489267215,14.3216371619993,12.7079590727065,7.09953885709235,1.7620448190744,2.60541588061302,4.19634749069734e-05,0.0157737053177495
"47","PmetTSAr1.1-015920",12.1226739583042,26.028810569409,12.4353960629071,13.5350128223099,11.6939056112302,137.158412299841,74.51663926844,66.06838619469,2.17480416307902,5.46753358507478,4.31659888525849e-05,0.0158804917712776
"48","PmetTSAr1.1-016030",8.74467042834974,13.3874995340131,8.99045526169637,10.8757407816545,10.7776820788039,62.1950490202225,43.0418180357304,28.3205648397673,1.78128109640074,4.5451659853201,4.50493130500426e-05,0.0162280764989226
"49","PmetTSAr1.1-007414",16.7538078300159,41.6109821581783,32.628910840736,21.5128289442759,3.61667183852481,3.63477559209093,10.1899733740897,13.694738888271,-1.85536085637513,4.17036448875864,4.93446953607875e-05,0.0164080601439111
"50","PmetTSAr1.1-008052",5.06700529493163,10.8416799504958,2.74474958145247,11.6939783326254,2.82100403404935,77.8836103365124,55.2776547899462,77.2414309533928,2.81313338715224,4.93033216573478,4.85282575009186e-05,0.0164080601439111
"51","PmetTSAr1.1-008687",12.5313034175728,13.5191798572984,9.88670002298697,12.716775271339,12.5136845612958,42.7474462796335,46.7401095305737,41.9377131394362,1.56433295179429,4.59251311585447,4.7169821303246e-05,0.0164080601439111
"52","PmetTSAr1.1-016676",6.29289367273766,4.12598346294173,2.57670368871049,5.48901023776294,3.47200496498382,31.5945878389442,19.1996409519529,24.5962165868664,2.09119399678677,3.61138893244524,4.90939236740928e-05,0.0164080601439111
"53","PmetTSAr1.1-016418",2.86040621488076,3.81872937527586,2.10057365927485,3.9207215984021,3.71311642088547,23.2377106229403,15.8947847225183,7.02194826849025,1.97381972740724,2.97781826882158,5.30248116921824e-05,0.0172990946975382
"54","PmetTSAr1.1-007757",3.81387495317434,4.21377034513198,3.13685666451711,4.22756068001618,5.88311952400036,9.94126657665894,11.134218011071,13.5783530053679,1.39575225600265,2.81680283067044,5.50396679590306e-05,0.0176239055311037
"55","PmetTSAr1.1-007804",13.1578685884515,14.0020077093448,9.466585291132,17.2852682642597,11.814461339181,57.9078778090383,58.503823966299,50.5114731799685,1.72882627299271,4.86453409728838,6.18512360086038e-05,0.0178244953637461
"56","PmetTSAr1.1-008285",9.8615909503508,15.9772125586254,20.9777289439582,16.6715901010315,7.45034398736111,1.46012352844678,5.54743724226507,4.50025413892193,-1.74138961885992,3.37437870883372,5.99966909889687e-05,0.0178244953637461
"57","PmetTSAr1.1-012310",47.2375654914593,115.615323844559,82.3424874435742,59.7313412208738,37.9750543045105,18.0185456701943,29.0355225871746,23.1219954034265,-1.49465833491562,5.69183460507251,5.93884295703403e-05,0.0178244953637461
"58","PmetTSAr1.1-012317",46.9651458519469,120.575282688308,83.6588469367198,60.3450193841019,38.6983886722155,18.5466754570793,29.8223931179923,20.9106636282665,-1.52790064150693,5.71413261680708,6.18405588730765e-05,0.0178244953637461
"59","PmetTSAr1.1-015526",9.20778381552091,11.3245078025422,11.4271207064552,9.23926567971278,13.8156864231648,46.2579560395162,22.976619499878,29.8723766118094,1.45433941681922,4.27243146875804,5.94431288492621e-05,0.0178244953637461
"60","PmetTSAr1.1-016763",8.4177668609348,8.73479477792983,8.40229463709941,9.13698598584142,7.5950108609021,36.0992242564928,40.051710018623,27.2342965993379,1.67658406691508,4.190692188534,5.98366407328782e-05,0.0178244953637461
"61","PmetTSAr1.1-007713",1.7434856928797,10.0954914518787,1.93252776653286,2.14787357129854,7.40212169618078,22.02611875891,18.6094880538395,25.9540518874032,2.22225008744542,3.496338809248,6.76510888541276e-05,0.0187252971941608
"62","PmetTSAr1.1-015147",5.2304570786391,6.27676207660284,4.64926969919501,4.84123884324433,4.34000620622977,30.8800593037468,21.8750007567332,17.2639059639677,1.82377476726779,3.5818093811263,6.8225881859472e-05,0.0187252971941608
"63","PmetTSAr1.1-016062",7.21912044708,9.65655704092745,8.65436347621239,11.6257918700445,8.63179012127921,54.8322984618845,39.1074653816417,24.7126024697696,1.7761198959002,4.36532263827259,6.62974373614001e-05,0.0187252971941608
"64","PmetTSAr1.1-017232",2.31556693585585,3.68704905199048,2.49268074233949,2.48880588420307,2.5798925781477,13.5139092526458,11.1735615376119,9.81520945816593,1.75581200502015,2.59945873552011,7.03066341190195e-05,0.0189948751648745
"65","PmetTSAr1.1-000577",190.475811947107,247.032286483362,173.199300119409,194.706443899777,188.838492262175,1532.8811732047,908.992837200653,803.916088506381,2.09234595821175,9.05001187843353,7.17761959629576e-05,0.0190935723753154
"66","PmetTSAr1.1-012320",45.3578699788234,116.888233636317,84.4710687516394,59.9699938399069,38.2884991971826,18.391343166819,30.7272942284327,20.6003012738581,-1.50487787977588,5.69746183605271,7.95113496569961e-05,0.0208307688927139
"67","PmetTSAr1.1-001021",7.70947579820242,47.0098754128786,5.74156800201793,16.5693104071602,1.54311331777059,496.814797168531,322.971009374141,390.978975965993,3.97645777115953,7.33281499721848,8.40591111635974e-05,0.020837307593741
"68","PmetTSAr1.1-012313",45.2761440869697,114.869135345942,83.4347857463971,58.5721713569983,38.9636112737073,17.4593494252573,28.1699650032751,22.9280189319212,-1.48986219495778,5.67991402262745,8.41330325931416e-05,0.020837307593741
"69","PmetTSAr1.1-014987",16.2362105149422,11.4122946847324,12.6034419556491,21.3764560191141,12.3449065421647,82.0775821735404,73.100272312968,49.1536378794317,1.81312073998376,5.12276084059374,8.30432657116334e-05,0.020837307593741
"70","PmetTSAr1.1-019889",1.79796962078219,3.11643431775386,2.07256601048452,4.02300129227346,2.02533622957389,5.12596557858977,33.9534634047855,23.8591059951464,2.55977286491024,3.25256709577211,8.43566902759743e-05,0.020837307593741
"71","PmetTSAr1.1-015162",36.1500861633025,19.1814337585695,43.2158020834813,44.5257600653317,21.3383638472964,6.71035493924479,10.780126272203,10.0479812239722,-1.54808610305851,4.58913147921731,9.11791605535056e-05,0.0214260640047051
"72","PmetTSAr1.1-016115",7.46429812264121,10.2710652162592,7.5900728221798,9.27335891100323,9.76501396401699,40.2621296354687,34.2288680905717,18.5829459702035,1.57166243084398,4.1073112075465,9.16967634230625e-05,0.0214260640047051
"73","PmetTSAr1.1-016460",9.80710702244831,12.4657372710154,9.60662353508366,13.1940805094053,10.7294597876236,52.4401811918759,48.9040034903225,29.0576754314873,1.64646752592942,4.54406474987677,9.15923011506211e-05,0.0214260640047051
"74","PmetTSAr1.1-016890",21.984264908655,25.0631548653162,24.6187232867013,27.0018391820388,19.9158062574766,109.447131717405,131.486065699644,79.1424003741443,1.7845361287399,5.77828291731566,8.83671290459905e-05,0.0214260640047051
"75","PmetTSAr1.1-015187",26.8060925280254,33.8857365254363,24.8147768282336,31.4680524810882,28.6440409611165,170.461655331649,120.391191215114,78.5216756653274,1.76660245501535,6.00965531755876,0.00010674625329486,0.0242861771805452
"76","PmetTSAr1.1-017518",3.45972942180815,5.75004078346134,3.44494080121076,4.70486591808252,5.0874517195249,13.3585769623855,17.74393046994,14.0051012426794,1.53252416717336,3.08652605033954,0.000106390481982123,0.0242861771805452
"77","PmetTSAr1.1-015864",1.90693747658717,1.88741796709037,1.79248952258121,2.38652619033171,2.4352257046067,10.0344659508151,8.41951467974982,4.07350590161037,1.643346628827,2.06178637457231,0.000108184843915139,0.024293819949827
"78","PmetTSAr1.1-009922",2.53350264746581,3.86262281637098,2.54869603992015,2.7615517345267,1.78422477367224,23.1755777068362,14.281700134342,10.2031624011764,2.07861488664997,2.94443821081886,0.000110610543092878,0.0245200884694738
"79","PmetTSAr1.1-016674",7.38257223078748,4.6088113149881,2.96881077177513,6.78455302680016,3.73722756647564,39.9825315130002,22.6618712875509,22.8892236376202,2.03599684290765,3.80038253010494,0.000114249636769342,0.0250062084731479
"80","PmetTSAr1.1-000059",5036.71223101784,24498.5535325097,10641.954280267,12515.7956728818,2064.85439719617,306.56380805772,4080.94663398004,2710.82118928595,-2.52369113742191,12.9166379112226,0.000118257120463325,0.0254793068882926
"81","PmetTSAr1.1-009344",8.74467042834974,4.16987690403685,4.84532324072733,6.54590040776699,8.2219006462464,25.6298278929488,15.1866012447824,20.0183718593424,1.50326273885692,3.55231339512176,0.000119768368672733,0.0254793068882926
"82","PmetTSAr1.1-017159",34.4066004704228,30.0670071501605,18.681101743151,31.3998660185073,7.35389940500044,2.39211727000856,9.48178989635376,15.6732988976246,-1.7159643424906,4.22813052844647,0.00012083182955526,0.0254793068882926
"83","PmetTSAr1.1-015938",3.62318120551562,5.92561454784184,3.8370478842754,3.98890806098301,4.84634026362324,25.6608943510009,16.5636246737134,9.81520945816593,1.71209503869584,3.22334620957125,0.0001261489125593,0.0262800102055765
"84","PmetTSAr1.1-007960",2.96937407068574,2.89696711227823,1.90452011774253,3.03429758485032,4.72578453567242,10.9353932343248,6.13759014037837,6.01327061666292,1.36456342913733,2.28984998631877,0.000130600008380684,0.0268833898203619
"85","PmetTSAr1.1-015749",4.44044012405298,5.4866801368906,4.36919321129169,5.62538316292475,4.43645078859043,27.5870147502286,22.1110619159785,12.0265412333258,1.73109695626056,3.43501212381626,0.00013947695798794,0.0281681950022064
"86","PmetTSAr1.1-016068",19.2055845856279,22.9123762516551,22.4341266810554,24.9903385359021,20.3015845869193,72.4780466354541,99.578465674985,65.9907956060879,1.5282792121505,5.44417268644926,0.00014009974959168,0.0281681950022064
"87","PmetTSAr1.1-005081",10.6243659409857,12.3779503888252,9.83068472540631,14.2168774481189,11.5251275920991,38.6156073587096,39.1468089081825,38.717703712449,1.44344974427394,4.45511893417913,0.000144172148603241,0.0283281888806665
"88","PmetTSAr1.1-015643",8.22707311327608,11.9390159778739,10.2507994572613,12.6485888087581,9.25867990662351,57.7525455187781,48.2351635391274,26.1480283589084,1.71494386625524,4.53055121570944,0.000142578954045945,0.0283281888806665
"89","PmetTSAr1.1-016434",18.2793578112856,24.3169663666991,20.1094918314579,23.6607025155744,19.3612499089028,84.3143671532887,89.3884923008952,57.2618543883514,1.53509171321167,5.3970795067947,0.000159539138881815,0.030651013893394
"90","PmetTSAr1.1-019795",2.80592228697827,5.75004078346134,3.92107083064639,3.9207215984021,4.00245016796746,24.0143720742418,19.829137376607,9.19448474934911,1.79949018647592,3.20689778688865,0.000159242887850978,0.030651013893394
"91","PmetTSAr1.1-009276",4.08629459268679,2.72139334789774,3.64099434274308,4.29574714259708,6.22067556226267,7.89088034522304,11.1735615376119,10.0479812239722,1.25488099557012,2.659659339326,0.000165741277749398,0.0311503525387482
"92","PmetTSAr1.1-012995",50.4793592016575,38.2311871938537,21.2578054318615,22.5697191142799,25.9677038006081,211.655778708679,219.772939257395,106.648264033589,2.0891928432289,6.44500355732055,0.000164632709942668,0.0311503525387482
"93","PmetTSAr1.1-016864",5.28494100654159,10.1832783340689,7.98217990524444,6.44362071389563,7.71556658885293,25.8783595573653,34.9763950948485,19.708009504934,1.56234907292434,3.88963808036089,0.000172885272288341,0.0321436477756742
"94","PmetTSAr1.1-009186",1.68900176497721,2.37024581913674,1.26034419556491,1.22735632645631,2.4352257046067,4.81530099806918,4.09172676025225,5.43134120214715,1.36064641814338,1.57070091761704,0.000184384404378235,0.0335599024853058
"95","PmetTSAr1.1-012381",15.3099837405999,83.7925790505932,21.2858130806518,22.2287868013754,4.74989568126258,4.53570287560064,13.1013943381154,13.3067859452605,-1.99887385341772,4.48029334200752,0.000182518098877037,0.0335599024853058
"96","PmetTSAr1.1-004721",1.82521158473343,3.24811464103923,2.18459660564585,3.9207215984021,2.33878112224604,12.4265832208237,11.3702791703163,11.1730447587027,1.73901111581083,2.61144686475642,0.000188937845014604,0.0340304612307032
"97","PmetTSAr1.1-005977",40.3725905757455,169.033641657325,17.0286504645215,74.9369223764158,6.94400992996763,2.2057185216962,21.4422219647834,21.7253648085886,-2.52654253900673,5.4672840616918,0.000193852300852476,0.0345556714849501
"98","PmetTSAr1.1-006211",8.4177668609348,112.059955115854,22.1260425443618,14.1145977542476,3.206782363492,3.91437371455946,13.2981119708198,6.63399532547974,-2.53453677675545,4.52303606439219,0.000198258000275766,0.0349803988037578
"99","PmetTSAr1.1-001753",7.98189543771487,13.0363520052521,10.6148988915356,11.7280715639159,17.6011362808207,20.9077262690358,34.3075551436535,27.0015248335316,1.20304619995399,4.16607282883775,0.000208585653053428,0.0364308538075437
"100","PmetTSAr1.1-007456",2.56074461141706,8.07639316150296,2.18459660564585,3.17067051001213,2.94155976200018,17.335083593049,18.0193351557262,30.1439436719167,2.10024457727352,3.40534470146263,0.000217145050162574,0.0375465506236107
"101","PmetTSAr1.1-007958",15.9637908754297,53.0232768429107,39.4347694967866,28.1269158146238,5.7143415048692,1.92612039922767,14.8325095059144,13.4231718281637,-1.92862153861557,4.43319969425874,0.000232666168317429,0.038035637663008
"102","PmetTSAr1.1-009228",2.77868032302702,202.612124095096,7.84214166129278,6.98911241454288,2.33878112224604,2.95131351494562,7.39658298968675,4.92700237623349,-3.64372912168676,4.8937403689515,0.000235371767390079,0.038035637663008
"103","PmetTSAr1.1-009731",3.67766513341812,6.93516369302971,3.52896374758175,4.46621329904935,8.31834522860706,14.166304871739,11.2522485906937,11.1730447587027,1.27513470395379,2.99956281292465,0.000229511771241585,0.038035637663008
"104","PmetTSAr1.1-014914",37.3759745411085,90.420488655957,38.7345782770283,48.4123884324433,63.412312902135,270.464583801227,255.103426091111,154.017318375173,1.78959767543776,6.90440317156935,0.000234802841309019,0.038035637663008
"105","PmetTSAr1.1-014983",78.2661624319277,412.730026617458,170.76263467465,156.862957167375,25.4854808888048,20.5349287724111,88.8376829293228,60.1715014609303,-2.06963651301054,6.9857698509838,0.000227121547080865,0.038035637663008
"106","PmetTSAr1.1-016094",5.69357046581027,9.12983574778595,4.84532324072733,7.22776503357605,7.81201117121359,20.7213275207235,22.5044971813874,19.3200565619235,1.38818995120652,3.60983628294828,0.000228366477946226,0.038035637663008
"107","PmetTSAr1.1-017252",7.60050794239744,10.5344258628299,7.28198868548616,8.76196044164644,11.4045718641482,14.3837700781034,29.9797672241559,34.0234731020218,1.39304614015349,3.95838164764966,0.000226367618712778,0.038035637663008
"108","PmetTSAr1.1-002395",3.7866329892231,11.8073356545886,2.96881077177513,5.25035761872977,3.39967152821332,22.3367833394306,46.4647048447875,37.7478213549227,2.20854125871454,4.06672786221017,0.000240167121680481,0.038098437623644
"109","PmetTSAr1.1-016554",3.40524549390566,2.63360646570749,6.88988160242152,4.70486591808252,9.49979136252517,20.5038623143591,14.9505400855371,6.51760944257659,1.54183427183182,3.12197156808062,0.000238261663575353,0.038098437623644
"110","PmetTSAr1.1-005413",7.08291062732378,9.48098327654695,7.25398103669582,9.4438250674555,8.05312262711524,30.0412649363412,24.6683911411361,25.1781460013822,1.4024428305228,3.92639979669732,0.000243944110103073,0.0383457964344748
"111","PmetTSAr1.1-006974",2.64247050327079,3.16032775884898,3.08084136693645,3.64797574807848,4.14711704150845,7.82874742911892,9.16704168402667,8.92291768924176,1.25988688418337,2.42766158958182,0.000246766703579296,0.0384400276719785
"112","PmetTSAr1.1-006108",5.33942493444408,21.2444254900404,13.3876561217784,10.9780204755259,2.24233653988538,0.590262702989125,5.11465845031531,4.73302590472824,-2.00862910201084,2.99990939576994,0.000258509665396571,0.0385335398652768
"113","PmetTSAr1.1-014155",2.5879865753683,905.565583233519,3.02482606935579,2.38652619033171,3.97833902237729,4.22503829508005,4.72122318490644,9.58243769235962,-5.34230287403982,6.87033321473977,0.000252442999672901,0.0385335398652768
"114","PmetTSAr1.1-014668",0.0544839279024906,5.26721293141497,126.986679615362,5.5912899316343,3.206782363492,0.465996870780888,0.747527004276853,0.853496474623124,-4.70064010651336,4.16937434277234,0.000252411890587123,0.0385335398652768
"115","PmetTSAr1.1-017002",1.96142140448966,3.07254087665873,3.3049025572591,1.63647510194175,3.15856007231167,12.2091180144593,9.63916400251731,4.92700237623349,1.58409071584733,2.33542407856575,0.000258303628017327,0.0385335398652768
"116","PmetTSAr1.1-027147",2.887648178832,2.28245893694649,3.02482606935579,2.96611112226942,3.59256069293464,6.58608910703655,9.3637593167311,7.91424003741443,1.29124680738638,2.287838630671,0.000255399612210237,0.0385335398652768
"117","PmetTSAr1.1-000069",325.677679037138,496.698179432432,268.8174130896,309.464260423442,341.703155303824,2287.95143616,1934.48185648887,877.355580618271,1.95790383843313,9.74032324446526,0.000265586086496231,0.0387357677321543
"118","PmetTSAr1.1-006649",2.42453479166083,4.2576637862271,3.97708612822705,6.44362071389563,2.65222601491819,27.835546414645,22.5831842344691,13.3067859452605,1.95592474867094,3.3905891450018,0.000266587031410928,0.0387357677321543
"119","PmetTSAr1.1-007455",1.52554998126974,5.44278669579547,1.17632124919392,2.21606003387945,1.92889164721323,14.5391023683637,11.2129050641528,17.9234259670856,2.14297925980694,2.81547600041081,0.000262493219485029,0.0387357677321543
"120","PmetTSAr1.1-004297",28.5223362569538,23.1318434571308,31.7326660794454,33.1045275830299,35.1058279792808,104.880362383752,77.1133120201385,71.1117744538267,1.30636506684656,5.66243098553243,0.000276832728761695,0.0394470181817875
